iter	Accuracy	MultiClass
914	0.6219064085	0.9387091866
915	0.6218064768	0.9385849841
916	0.6218447109	0.9384243026
917	0.6215273051	0.9383366668
918	0.6215372409	0.9381802802
919	0.6215885966	0.9380272472
920	0.6222453349	0.9378787571
921	0.621930942	0.9377224759
922	0.6222115899	0.9375740094
923	0.6224376964	0.9374646547
924	0.6222453349	0.9373116891
925	0.6229176286	0.9372009607
926	0.6231456175	0.9370701185
927	0.6230443824	0.9368898288
928	0.6232380473	0.9367627603
929	0.6232262291	0.9366521089
930	0.6232511688	0.9365323285
931	0.6232599741	0.9363680854
932	0.6235111932	0.9362248956
933	0.6241940017	0.9361103203
934	0.6235741941	0.9360162585
935	0.6232131075	0.9359322639
936	0.6233599058	0.9358474537
937	0.623977831	0.9357705871
938	0.6244783868	0.9356554274
939	0.6240704336	0.9354911965
940	0.6239397698	0.9354356398
941	0.6239691986	0.9353195183
942	0.6237123599	0.9351881269
943	0.6248271037	0.9350766568
944	0.6247290544	0.9349170938
945	0.6254469113	0.9347999749
946	0.6264234892	0.9346428005
947	0.6268520658	0.9345116984
948	0.6262941287	0.9344146367
949	0.6274568695	0.9342795963
950	0.626834628	0.9341969932
951	0.6269139363	0.9341064102
952	0.6269107505	0.9339766912
953	0.6277549551	0.9338596688
954	0.6272675209	0.9337450677
955	0.6269414827	0.9335053797
956	0.6272032166	0.9333781938
957	0.627320586	0.9332351167
958	0.6272337759	0.9331141984
959	0.6267127695	0.9330207479
960	0.6275412458	0.9328812136
961	0.6276925332	0.9327727558
962	0.627680715	0.9326012834
963	0.6277688285	0.9325099843
964	0.6283117617	0.9323370836
965	0.6285541755	0.9322192447
966	0.628241665	0.9320661418
967	0.6287596585	0.9318859889
968	0.6293207813	0.9317125874
969	0.6301355571	0.9315823624
970	0.6299550138	0.9314310785
971	0.6307922954	0.931283776
972	0.6309435828	0.9311321551
973	0.6309304612	0.9310221223
974	0.6316502005	0.9308449432
975	0.6319319789	0.9307307069
976	0.6321963195	0.9305775569
977	0.6314552323	0.9304777311
978	0.631214122	0.9303475318
979	0.6310129552	0.930261969
980	0.6312697938	0.9301336549
981	0.6320613394	0.9299717739
982	0.6317883663	0.9298831525
983	0.632270181	0.929711707
984	0.6321395171	0.9296047009
985	0.6316327628	0.9295023449
986	0.6313316643	0.9293406798
987	0.631724062	0.9291703739
988	0.6325125947	0.9290693298
989	0.6325800848	0.9289249647
990	0.6323888538	0.9287995903
991	0.6325857043	0.9286746134
992	0.6325637775	0.928594745
993	0.6328149966	0.9284632038
994	0.6323494892	0.9283414422
995	0.6329704273	0.9282117216
996	0.6329586091	0.9281128991
997	0.6336402871	0.9279535632
998	0.6337032881	0.9278497762
999	0.6334653634	0.9277121194
